geoid,name,variable,estimate,moe
7201218,"Aibonito zona urbana, Puerto Rico",not_responsible,127,98
7201863,"Alianza comunidad, Puerto Rico",not_responsible,0,15
7202680,"Añasco zona urbana, Puerto Rico",not_responsible,35,40
7203024,"Animas comunidad, Puerto Rico",not_responsible,28,44
7203174,"Anon Raices comunidad, Puerto Rico",not_responsible,0,15
7203196,"Antón Ruíz comunidad, Puerto Rico",not_responsible,24,39
7203368,"Arecibo zona urbana, Puerto Rico",not_responsible,298,160
7203927,"Arroyo zona urbana, Puerto Rico",not_responsible,163,105
7204620,"Bairoa La Veinticinco comunidad, Puerto Rico",not_responsible,0,15
7204658,"Bajadero comunidad, Puerto Rico",not_responsible,47,55
7204701,"Bajandas comunidad, Puerto Rico",not_responsible,0,15
7205217,"Barahona comunidad, Puerto Rico",not_responsible,0,15
7205346,"Barceloneta zona urbana, Puerto Rico",not_responsible,18,28
7205690,"Barranquitas zona urbana, Puerto Rico",not_responsible,0,15
7206421,"Bartolo comunidad, Puerto Rico",not_responsible,30,49
7206593,"Bayamón zona urbana, Puerto Rico",not_responsible,1553,292
7206679,"Bayamón comunidad, Puerto Rico",not_responsible,59,90
7207496,"Benítez comunidad, Puerto Rico",not_responsible,0,15
7207668,"Betances comunidad, Puerto Rico",not_responsible,18,27
7207969,"Boquerón comunidad (Cabo Rojo Municipio), Puerto Rico",not_responsible,0,15
7208099,"Boquerón comunidad (Las Piedras Municipio), Puerto Rico",not_responsible,0,15
7208700,"Breñas comunidad, Puerto Rico",not_responsible,69,106
7208722,"Brisas del Campanero comunidad, Puerto Rico",not_responsible,22,35
7209087,"Buena Vista comunidad (Arroyo Municipio), Puerto Rico",not_responsible,14,24
7209250,"Buena Vista comunidad (Humacao Municipio), Puerto Rico",not_responsible,73,125
7209603,"Búfalo comunidad, Puerto Rico",not_responsible,0,15
7209689,"Cabán comunidad, Puerto Rico",not_responsible,19,30
7209861,"Cabo Rojo zona urbana, Puerto Rico",not_responsible,340,258
7210048,"Cacao comunidad, Puerto Rico",not_responsible,0,15
7210334,"Caguas zona urbana, Puerto Rico",not_responsible,799,305
7211151,"Calzada comunidad, Puerto Rico",not_responsible,0,15
7211345,"Cambalache comunidad, Puerto Rico",not_responsible,10,17
7211581,"Campanilla comunidad, Puerto Rico",not_responsible,63,52
7211597,"Campanillas comunidad, Puerto Rico",not_responsible,0,15
7211710,"Campo Rico comunidad, Puerto Rico",not_responsible,0,15
7211925,"Camuy zona urbana, Puerto Rico",not_responsible,31,36
7212441,"Candelaria comunidad, Puerto Rico",not_responsible,199,105
7212560,"Candelaria Arenas comunidad, Puerto Rico",not_responsible,0,15
7212568,"Candelero Abajo comunidad, Puerto Rico",not_responsible,0,15
7212613,"Candelero Arriba comunidad, Puerto Rico",not_responsible,0,15
7212806,"Caño Martin Peña comunidad, Puerto Rico",not_responsible,231,175
7212828,"Canóvanas zona urbana, Puerto Rico",not_responsible,143,125
7213065,"Canovanillas comunidad, Puerto Rico",not_responsible,0,15
7213925,"Capitanejo comunidad, Puerto Rico",not_responsible,15,24
7214290,"Carolina zona urbana, Puerto Rico",not_responsible,2113,365
7214634,"Carrizales comunidad, Puerto Rico",not_responsible,30,50
7215193,"Cataño zona urbana, Puerto Rico",not_responsible,174,102
7215494,"Cayey zona urbana, Puerto Rico",not_responsible,151,96
7215623,"Cayuco comunidad, Puerto Rico",not_responsible,0,15
7215924,"Ceiba zona urbana, Puerto Rico",not_responsible,0,15
7216139,"Ceiba comunidad, Puerto Rico",not_responsible,0,15
7216440,"Celada comunidad, Puerto Rico",not_responsible,0,15
7216526,"Central Aguirre comunidad, Puerto Rico",not_responsible,0,15
7217050,"Cerrillos Hoyos comunidad, Puerto Rico",not_responsible,0,15
7217773,"Ciales zona urbana, Puerto Rico",not_responsible,0,15
7218074,"Cidra zona urbana, Puerto Rico",not_responsible,64,62
7218719,"Coamo zona urbana, Puerto Rico",not_responsible,60,57
7218891,"Coco comunidad, Puerto Rico",not_responsible,209,162
7219665,"Comerío zona urbana, Puerto Rico",not_responsible,28,28
7219837,"Comunas comunidad, Puerto Rico",not_responsible,0,15
7220310,"Coquí comunidad, Puerto Rico",not_responsible,0,15
7220353,"Corazón comunidad, Puerto Rico",not_responsible,19,32
7220482,"Corcovado comunidad, Puerto Rico",not_responsible,0,15
7220783,"Corozal zona urbana, Puerto Rico",not_responsible,230,172
7220998,"Corral Viejo comunidad, Puerto Rico",not_responsible,0,15
7221213,"Coto Laurel comunidad, Puerto Rico",not_responsible,0,15
7221385,"Coto Norte comunidad, Puerto Rico",not_responsible,0,15
7222589,"Culebra zona urbana, Puerto Rico",not_responsible,20,22
7223062,"Daguao comunidad, Puerto Rico",not_responsible,0,15
7223341,"Del Carmen comunidad, Puerto Rico",not_responsible,0,15
7224008,"Dorado zona urbana, Puerto Rico",not_responsible,18,17
7224395,"Duque comunidad, Puerto Rico",not_responsible,0,15
7224954,"El Combate comunidad, Puerto Rico",not_responsible,0,15
7225556,"El Mangó comunidad, Puerto Rico",not_responsible,0,15
7225685,"El Negro comunidad, Puerto Rico",not_responsible,17,29
7225771,"El Ojo comunidad, Puerto Rico",not_responsible,82,131
7225835,"El Paraiso comunidad, Puerto Rico",not_responsible,121,116
7226287,"El Tumbao comunidad, Puerto Rico",not_responsible,46,70
7226362,"El Veintiséis comunidad, Puerto Rico",not_responsible,0,15
7226502,"Emajagua comunidad, Puerto Rico",not_responsible,85,96
7227190,"Esperanza comunidad, Puerto Rico",not_responsible,22,40
7227263,"Espino comunidad, Puerto Rico",not_responsible,0,15
7227964,"Fajardo zona urbana, Puerto Rico",not_responsible,351,162
7228367,"Ferrer comunidad, Puerto Rico",not_responsible,0,15
7228824,"Florida zona urbana, Puerto Rico",not_responsible,30,50
7229555,"Fránquez comunidad, Puerto Rico",not_responsible,0,15
7229682,"Frontón comunidad, Puerto Rico",not_responsible,0,15
7229727,"Fuig comunidad, Puerto Rico",not_responsible,0,15
7229813,"Galateo comunidad, Puerto Rico",not_responsible,62,58
7230372,"Garrochales comunidad, Puerto Rico",not_responsible,19,31
7230544,"G. L. García comunidad, Puerto Rico",not_responsible,0,15
7231189,"Guánica zona urbana, Puerto Rico",not_responsible,47,55
7231877,"Guayabal comunidad, Puerto Rico",not_responsible,22,34
7232221,"Guayama zona urbana, Puerto Rico",not_responsible,183,109
7232307,"Guayanilla zona urbana, Puerto Rico",not_responsible,8,13
7232522,"Guaynabo zona urbana, Puerto Rico",not_responsible,459,189
7232823,"Gurabo zona urbana, Puerto Rico",not_responsible,67,51
7233184,"Hacienda San José comunidad, Puerto Rico",not_responsible,102,121
7233296,"Hatillo zona urbana, Puerto Rico",not_responsible,173,107
7233597,"Hato Arriba comunidad, Puerto Rico",not_responsible,0,15
7233683,"Hato Candal comunidad, Puerto Rico",not_responsible,0,15
7234242,"Hato Viejo comunidad, Puerto Rico",not_responsible,0,15
7234914,"Honduras comunidad, Puerto Rico",not_responsible,15,25
7235059,"Hormigueros zona urbana, Puerto Rico",not_responsible,151,113
7235403,"H. Rivera Colón comunidad, Puerto Rico",not_responsible,43,50
7235532,"Humacao zona urbana, Puerto Rico",not_responsible,167,124
7235962,"Imbéry comunidad, Puerto Rico",not_responsible,108,110
7236177,"Indios comunidad, Puerto Rico",not_responsible,9,15
7236263,"Ingenio comunidad, Puerto Rico",not_responsible,119,132
7236478,"Isabela zona urbana, Puerto Rico",not_responsible,97,104
7236779,"Isleta comunidad, Puerto Rico",not_responsible,0,15
7237166,"Jagual comunidad, Puerto Rico",not_responsible,15,24
7237336,"Jaguas comunidad, Puerto Rico",not_responsible,0,15
7238241,"Jauca comunidad, Puerto Rico",not_responsible,22,27
7238370,"Jayuya zona urbana, Puerto Rico",not_responsible,57,71
7238671,"Jobos comunidad, Puerto Rico",not_responsible,21,34
7238972,"Juana Díaz zona urbana, Puerto Rico",not_responsible,73,93
7239470,"Juncal comunidad, Puerto Rico",not_responsible,0,15
7239574,"Juncos zona urbana, Puerto Rico",not_responsible,47,45
7239875,"La Alianza comunidad, Puerto Rico",not_responsible,51,48
7240348,"La Dolores comunidad, Puerto Rico",not_responsible,52,69
7240563,"La Fermina comunidad, Puerto Rico",not_responsible,29,44
7240950,"Lajas zona urbana, Puerto Rico",not_responsible,28,42
7241274,"La Liga comunidad, Puerto Rico",not_responsible,58,95
7241294,"La Luisa comunidad, Puerto Rico",not_responsible,51,80
7241466,"Lamboglia comunidad, Puerto Rico",not_responsible,0,15
7241767,"La Parguera comunidad, Puerto Rico",not_responsible,71,111
7241810,"La Pica comunidad, Puerto Rico",not_responsible,0,15
7242068,"La Playa comunidad, Puerto Rico",not_responsible,0,15
7242197,"La Plena comunidad, Puerto Rico",not_responsible,0,15
7242498,"Lares zona urbana, Puerto Rico",not_responsible,93,83
7242842,"Las Carolinas comunidad, Puerto Rico",not_responsible,140,173
7243057,"Las Croabas comunidad, Puerto Rico",not_responsible,0,15
7243294,"Las Gaviotas comunidad, Puerto Rico",not_responsible,0,15
7243702,"Las Marías comunidad, Puerto Rico",not_responsible,0,15
7243788,"Las Marías zona urbana, Puerto Rico",not_responsible,0,15
7244003,"Las Ochenta comunidad, Puerto Rico",not_responsible,36,39
7244089,"Las Ollas comunidad, Puerto Rico",not_responsible,15,24
7244390,"Las Piedras zona urbana, Puerto Rico",not_responsible,0,22
7244507,"Lassalle comunidad, Puerto Rico",not_responsible,0,15
7245170,"La Yuca comunidad, Puerto Rico",not_responsible,0,15
7245379,"Liborio Negrón Torres comunidad, Puerto Rico",not_responsible,28,43
7246282,"Lluveras comunidad, Puerto Rico",not_responsible,0,15
7246368,"Loíza zona urbana, Puerto Rico",not_responsible,0,15
7246626,"Lomas comunidad, Puerto Rico",not_responsible,23,39
7246800,"Lomas Verdes comunidad, Puerto Rico",not_responsible,0,15
7246960,"Los Héroes comunidad, Puerto Rico",not_responsible,0,15
7247013,"Los Llanos comunidad, Puerto Rico",not_responsible,0,15
7247336,"Los Panes comunidad, Puerto Rico",not_responsible,42,68
7247422,"Los Prados comunidad, Puerto Rico",not_responsible,22,36
7247615,"Luis Lloréns Torres comunidad, Puerto Rico",not_responsible,131,119
7247701,"Luis M. Cintrón comunidad, Puerto Rico",not_responsible,0,15
7247787,"Luquillo zona urbana, Puerto Rico",not_responsible,105,70
7247873,"Luyando comunidad, Puerto Rico",not_responsible,23,36
7248604,"Magas Arriba comunidad, Puerto Rico",not_responsible,0,15
7248862,"Maguayo comunidad, Puerto Rico",not_responsible,0,15
7250152,"Manatí zona urbana, Puerto Rico",not_responsible,59,53
7250260,"Mansión del Mar comunidad, Puerto Rico",not_responsible,242,104
7250270,"Mansión del Sol comunidad, Puerto Rico",not_responsible,0,15
7250754,"María Antonia comunidad, Puerto Rico",not_responsible,12,21
7251055,"Mariano Colón comunidad, Puerto Rico",not_responsible,43,49
7251270,"Maricao zona urbana, Puerto Rico",not_responsible,31,36
7251657,"Martorell comunidad, Puerto Rico",not_responsible,0,15
7251700,"Marueño comunidad, Puerto Rico",not_responsible,52,58
7252345,"Maunabo zona urbana, Puerto Rico",not_responsible,0,15
7252431,"Mayagüez zona urbana, Puerto Rico",not_responsible,398,188
7253678,"Miranda comunidad, Puerto Rico",not_responsible,0,15
7253807,"Moca zona urbana, Puerto Rico",not_responsible,0,15
7253979,"Monserrate comunidad, Puerto Rico",not_responsible,0,15
7254366,"Monte Grande comunidad, Puerto Rico",not_responsible,108,155
7254688,"Monte Verde comunidad, Puerto Rico",not_responsible,0,15
7254882,"Mora comunidad, Puerto Rico",not_responsible,30,48
7255097,"Morovis zona urbana, Puerto Rico",not_responsible,0,15
7255355,"Mucarabones comunidad, Puerto Rico",not_responsible,0,15
7255828,"Naguabo zona urbana, Puerto Rico",not_responsible,0,15
7256129,"Naranjito zona urbana, Puerto Rico",not_responsible,99,77
7257075,"Olimpo comunidad, Puerto Rico",not_responsible,19,22
7257290,"Orocovis zona urbana, Puerto Rico",not_responsible,0,15
7257612,"Pabellones comunidad, Puerto Rico",not_responsible,0,15
7257806,"Pájaros comunidad, Puerto Rico",not_responsible,122,142
7257862,"Pajonal comunidad, Puerto Rico",not_responsible,0,15
7257978,"Palmarejo comunidad (Coamo Municipio), Puerto Rico",not_responsible,0,15
7258064,"Palmarejo comunidad (Corozal Municipio), Puerto Rico",not_responsible,0,15
7258150,"Palmarejo comunidad (Lajas Municipio), Puerto Rico",not_responsible,0,15
7258365,"Palmas comunidad, Puerto Rico",not_responsible,0,15
7258602,"Palmas del Mar comunidad, Puerto Rico",not_responsible,53,87
7258613,"Palma Sola comunidad, Puerto Rico",not_responsible,0,15
7258666,"Palmer comunidad, Puerto Rico",not_responsible,47,73
7258967,"Palomas comunidad (Comerío Municipio), Puerto Rico",not_responsible,27,47
7259053,"Palomas comunidad (Yauco Municipio), Puerto Rico",not_responsible,0,15
7259139,"Palo Seco comunidad, Puerto Rico",not_responsible,15,24
7259386,"Parcelas de Navarro comunidad, Puerto Rico",not_responsible,64,107
7259420,"Parcelas La Milagrosa comunidad, Puerto Rico",not_responsible,19,32
7259422,"Parcelas Mandry comunidad, Puerto Rico",not_responsible,0,15
7259425,"Parcelas Nuevas comunidad, Puerto Rico",not_responsible,0,15
7259440,"Parcelas Peñuelas comunidad, Puerto Rico",not_responsible,0,15
7259450,"Parcelas Viejas Borinquen comunidad, Puerto Rico",not_responsible,0,15
7260257,"Pastos comunidad, Puerto Rico",not_responsible,0,15
7260472,"Patillas zona urbana, Puerto Rico",not_responsible,24,38
7260945,"Peña Pobre comunidad, Puerto Rico",not_responsible,56,69
7261074,"Peñuelas zona urbana, Puerto Rico",not_responsible,47,59
7261545,"Piedra Aguza comunidad, Puerto Rico",not_responsible,109,102
7261590,"Piedra Gorda comunidad, Puerto Rico",not_responsible,17,26
7261977,"Piñas comunidad, Puerto Rico",not_responsible,30,47
7263310,"Playa Fortuna comunidad, Puerto Rico",not_responsible,56,84
7263503,"Playita comunidad (Salinas Municipio), Puerto Rico",not_responsible,0,15
7263525,"Playita comunidad (Yabucoa Municipio), Puerto Rico",not_responsible,67,80
7263568,"Playita Cortada comunidad, Puerto Rico",not_responsible,0,15
7263697,"Pole Ojea comunidad, Puerto Rico",not_responsible,31,50
7263820,"Ponce zona urbana, Puerto Rico",not_responsible,1529,316
7264127,"Potala Pastillo comunidad, Puerto Rico",not_responsible,64,77
7264400,"Pueblito del Carmen comunidad, Puerto Rico",not_responsible,0,15
7264500,"Pueblito del Río comunidad, Puerto Rico",not_responsible,61,90
7265589,"Puerto Real comunidad, Puerto Rico",not_responsible,33,37
7266492,"Punta Santiago comunidad, Puerto Rico",not_responsible,16,27
7266660,"Quebrada comunidad, Puerto Rico",not_responsible,0,15
7267200,"Quebrada del Agua comunidad, Puerto Rico",not_responsible,23,37
7267675,"Quebrada Prieta comunidad, Puerto Rico",not_responsible,22,36
7268040,"Quebradillas zona urbana, Puerto Rico",not_responsible,0,22
7268513,"Rafael Capó comunidad, Puerto Rico",not_responsible,0,15
7268556,"Rafael González comunidad, Puerto Rico",not_responsible,67,108
7268599,"Rafael Hernández comunidad, Puerto Rico",not_responsible,27,32
7268771,"Ramos comunidad, Puerto Rico",not_responsible,0,15
7269488,"Rincón comunidad, Puerto Rico",not_responsible,0,15
7269588,"Rincón zona urbana, Puerto Rico",not_responsible,0,15
7270448,"Río Blanco comunidad, Puerto Rico",not_responsible,40,61
7270706,"Río Cañas Abajo comunidad, Puerto Rico",not_responsible,0,15
7271136,"Río Grande zona urbana, Puerto Rico",not_responsible,82,62
7271437,"Río Lajas comunidad, Puerto Rico",not_responsible,37,59
7271996,"Rodríguez Hevia comunidad, Puerto Rico",not_responsible,0,15
7272555,"Rosa Sánchez comunidad, Puerto Rico",not_responsible,0,15
7273200,"Sabana comunidad, Puerto Rico",not_responsible,36,58
7273372,"Sabana Eneas comunidad, Puerto Rico",not_responsible,17,27
7273544,"Sabana Grande zona urbana, Puerto Rico",not_responsible,154,109
7273716,"Sabana Hoyos comunidad, Puerto Rico",not_responsible,15,24
7274189,"Sabana Seca comunidad, Puerto Rico",not_responsible,117,89
7274877,"Salinas zona urbana, Puerto Rico",not_responsible,40,51
7275608,"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",not_responsible,0,15
7275694,"San Antonio comunidad (Dorado Municipio), Puerto Rico",not_responsible,0,22
7275780,"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",not_responsible,81,95
7276167,"San Germán zona urbana, Puerto Rico",not_responsible,123,115
7276339,"San Isidro comunidad, Puerto Rico",not_responsible,203,158
7276683,"San José comunidad, Puerto Rico",not_responsible,36,35
7276770,"San Juan zona urbana, Puerto Rico",not_responsible,2676,455
7277027,"San Lorenzo zona urbana, Puerto Rico",not_responsible,127,94
7277500,"San Sebastián zona urbana, Puerto Rico",not_responsible,24,39
7277672,"Santa Bárbara comunidad, Puerto Rico",not_responsible,0,15
7277826,"Santa Clara comunidad, Puerto Rico",not_responsible,0,15
7278145,"Santa Isabel zona urbana, Puerto Rico",not_responsible,21,23
7278317,"Santa María comunidad, Puerto Rico",not_responsible,0,15
7279564,"Santo Domingo comunidad, Puerto Rico",not_responsible,90,138
7280596,"Stella comunidad, Puerto Rico",not_responsible,0,15
7280639,"Suárez comunidad, Puerto Rico",not_responsible,81,91
7281413,"Tallaboa comunidad, Puerto Rico",not_responsible,62,64
7281456,"Tallaboa Alta comunidad, Puerto Rico",not_responsible,52,69
7282055,"Tibes comunidad, Puerto Rico",not_responsible,0,15
7282125,"Tiburones comunidad, Puerto Rico",not_responsible,0,15
7282187,"Tierras Nuevas Poniente comunidad, Puerto Rico",not_responsible,0,15
7282488,"Toa Alta zona urbana, Puerto Rico",not_responsible,98,74
7282617,"Toa Baja zona urbana, Puerto Rico",not_responsible,9,14
7282692,"Toaville comunidad, Puerto Rico",not_responsible,0,15
7282875,"Tomás de Castro comunidad, Puerto Rico",not_responsible,0,15
7283606,"Trujillo Alto zona urbana, Puerto Rico",not_responsible,338,151
7284509,"Utuado zona urbana, Puerto Rico",not_responsible,70,67
7284917,"Valle Hill comunidad, Puerto Rico",not_responsible,0,15
7285025,"Vayas comunidad, Puerto Rico",not_responsible,0,15
7285111,"Vázquez comunidad, Puerto Rico",not_responsible,0,15
7285197,"Vega Alta zona urbana, Puerto Rico",not_responsible,146,130
7285326,"Vega Baja zona urbana, Puerto Rico",not_responsible,330,199
7285971,"Vieques comunidad, Puerto Rico",not_responsible,31,47
7286014,"Vieques zona urbana, Puerto Rico",not_responsible,0,15
7286250,"Villa Calma comunidad, Puerto Rico",not_responsible,0,15
7286509,"Villa de Sabana comunidad, Puerto Rico",not_responsible,19,30
7286584,"Villa Esperanza comunidad, Puerto Rico",not_responsible,0,15
7286788,"Villa Hugo I comunidad, Puerto Rico",not_responsible,9,14
7286796,"Villa Hugo II comunidad, Puerto Rico",not_responsible,0,15
7286831,"Villalba zona urbana, Puerto Rico",not_responsible,69,61
