geoid,name,estimate_population,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_population,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,caregivers_per_1000_population,caregivers_per_1000_population_moe,story_scale_exclusion,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years,national_rank_story_scale_caregiving_percent,national_percentile_story_scale_caregiving_percent,national_decile_story_scale_caregiving_percent,eligible_n_story_scale_caregiving_percent,exclusion_reason_story_scale_caregiving_percent,rank_by_count
1347784,"Ludowici city, Georgia",1897,73,21,0,0,0,12,9,52,416,81,24,14,14,14,20,15,79,21,0,Pass,73,0,Pass,28.767123287671232,1.1428571428571428,TRUE,TRUE,TRUE,69.4807807899165,0,45,7.874765990266511,0,66.66666666666666,0,66.66666666666666,0,66.66666666666666,57.14285714285714,69.32102967541223,42.857142857142854,51.99077225655918,20.892357297404722,36.64188927793774,16.642323723556913,Caregiver count MOE exceeds 50% of estimate,0,66.66666666666666,NA,Unavailable MOE or zero percentage,0,66.66666666666666,NA,Unavailable MOE or zero percentage,0,66.66666666666666,NA,Unavailable MOE or zero percentage,0,100,73.75233877606941,Percentage MOE exceeds 50% of estimate,0,94.84791511370204,73.75233877606942,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,11.07011070110701,12.416464138547203,Denominator below story-scale threshold,8068,74.5396092140583,8,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,248
1357456,"Oconee city, Georgia",315,23,21,0,0,8,13,0,2,189,35,35,14,14,13,22,14,4,21,0,Pass,23,0,Pass,91.30434782608695,1.6666666666666667,TRUE,TRUE,TRUE,101.32613865196157,0,56,62.06599304114182,0,66.66666666666666,0,66.66666666666666,38.095238095238095,88.67604903786298,61.904761904761905,18.1674970512057,0,66.66666666666666,29.23835478494513,100,41.32710587958389,Percentage MOE exceeds 50% of estimate,0,66.66666666666666,NA,Unavailable MOE or zero percentage,0,66.66666666666666,NA,Unavailable MOE or zero percentage,0,100,141.51692582871868,Percentage MOE exceeds 50% of estimate,43.737264853556205,80.07225895596761,17.842010228566615,Caregiver count MOE exceeds 50% of estimate,0,66.66666666666666,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,66.66666666666667,103.66136701947201,Denominator below story-scale threshold,8068,74.5396092140583,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,248
1384512,"Wrightsville city, Georgia",3487,33,21,3,0,5,13,0,12,23,33,23,5,14,7,20,14,21,21,0,Pass,33,0,Pass,63.63636363636363,1.0952380952380953,TRUE,TRUE,TRUE,66.58574825700332,0,44,28.42676218074806,14.285714285714285,17.946810827582205,0,66.66666666666666,23.809523809523807,20.762853772806526,61.904761904761905,66.88343059215926,0,66.66666666666666,35.20960145561557,92.0631258171117,27.157812435155115,Caregiver count MOE exceeds 50% of estimate,0,32.23252511329649,76.37620377559702,Percentage MOE exceeds 50% of estimate,0,66.66666666666666,NA,Unavailable MOE or zero percentage,3.0466700367172805,44.57237758233033,53.016258964883704,Percentage MOE exceeds 50% of estimate,0,100,65.68515461339977,Percentage MOE exceeds 50% of estimate,0,66.66666666666666,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,6.0223687983940355,6.595808116882623,Denominator below story-scale threshold,8068,74.5396092140583,8,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,248
1306016,"Baxley city, Georgia",4888,35,20,0,0,0,0,20,15,38,39,32,14,14,14,14,32,23,20,0,Pass,35,0,Pass,57.14285714285714,1.6,TRUE,TRUE,TRUE,97.2730931058831,0,52,65.61153076705345,0,70,0,70,0,70,0,70,100,226.27416997969522,0,100,69.80571216853396,Percentage MOE exceeds 50% of estimate,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,100,137.5649275243207,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,4.091653027823241,6.546567566462312,Denominator below story-scale threshold,8248,73.94968474936013,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,252
1309768,"Box Springs CDP, Georgia",228,23,20,0,0,0,0,20,3,96,29,28,14,14,14,14,28,7,20,0,Pass,23,0,Pass,86.95652173913044,1.4,TRUE,TRUE,TRUE,85.11395646764771,0,48,52.90844819519366,0,70,0,70,0,70,0,70,100,197.98989873223331,34.04807354393678,100,36.99096042803559,Percentage MOE exceeds 50% of estimate,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,100,120.36931158378061,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,87.71929824561403,117.12134988530885,Denominator below story-scale threshold,8248,73.94968474936013,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,252
1321716,"Darien city, Georgia",1452,20,20,0,0,0,0,20,0,315,25,25,14,14,14,14,25,14,20,0,Pass,20,0,Pass,100,1.25,TRUE,TRUE,TRUE,75.99460398897118,0,45,176.7766952966369,0,70,0,70,0,70,0,70,100,176.7766952966369,0,100,107.47259962837555,Percentage MOE exceeds 50% of estimate,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,100,107.47259962837555,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,13.774104683195592,16.956343043241844,Denominator below story-scale threshold,8248,73.94968474936013,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,252
1346356,"Lilburn city, Georgia",15390,331,20,0,15,0,5,0,311,47,219,29,23,27,23,8,23,215,20,0,Pass,331,0,Pass,6.042296072507553,1.45,TRUE,TRUE,TRUE,88.15374062720656,0,49,7.7960697015871965,0,114.99999999999999,75,79.99023377888078,0,114.99999999999999,25,16.909686573085853,0,114.99999999999999,0,13.83836577409475,78.44160200467172,Percentage MOE exceeds 50% of estimate,0,100,NA,Unavailable MOE or zero percentage,0,100,64.84081214945354,Percentage MOE exceeds 50% of estimate,0,100,NA,Unavailable MOE or zero percentage,8.090313426914147,41.90968657308585,41.12143791037704,Percentage MOE exceeds 50% of estimate,0,100,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,1.299545159194282,1.8843363014471315,Percentage MOE exceeds 50% of estimate,8248,73.94968474936013,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,252
1373816,"Stone Mountain city, Georgia",6623,230,20,0,0,20,0,0,210,23,121,35,20,20,35,20,20,116,20,0,Pass,230,0,Pass,8.695652173913043,1.75,TRUE,TRUE,TRUE,106.39244558455964,0,55,14.513490274149143,0,100,0,100,100,247.48737341529164,0,100,0,100,0,23.209142448062188,101.4711190211209,Percentage MOE exceeds 50% of estimate,0,100,NA,Unavailable MOE or zero percentage,0,100,NA,Unavailable MOE or zero percentage,0,100,150.46163947972576,Percentage MOE exceeds 50% of estimate,0,100,NA,Unavailable MOE or zero percentage,0,100,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,3.0197795560924052,5.284603817881362,Percentage MOE exceeds 50% of estimate,8248,73.94968474936013,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,252
1383868,"Woodbine city, Georgia",1399,63,20,0,0,20,0,0,43,393,48,23,14,14,23,14,14,45,20,0,Pass,63,0,Pass,31.746031746031743,1.15,TRUE,TRUE,TRUE,69.91503566985347,0,43,27.345869104938085,0,70,0,70,100,162.6345596729059,0,70,0,70,4.400162641093658,59.09190085096983,52.36909003277309,Percentage MOE exceeds 50% of estimate,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,0,100,98.87479165810548,Percentage MOE exceeds 50% of estimate,0,70,NA,Unavailable MOE or zero percentage,0,70,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,14.295925661186562,15.942276325448663,Denominator below story-scale threshold,8248,73.94968474936013,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,252
1318000,"Colquitt city, Georgia",1898,97,19,9,10,0,0,0,78,342,59,23,13,17,14,14,14,46,19,0,Pass,97,0,Pass,19.587628865979383,1.2105263157894737,TRUE,TRUE,TRUE,73.59477438931945,0,42,20.500763040418764,47.368421052631575,37.32937513113135,52.63157894736842,62.819841749238314,0,73.68421052631578,0,73.68421052631578,0,73.68421052631578,0,40.088391906398144,63.62985042806356,Percentage MOE exceeds 50% of estimate,10.039045921500225,84.69779618376293,47.910924910822615,Percentage MOE exceeds 50% of estimate,0,100,72.56432874502471,Percentage MOE exceeds 50% of estimate,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,10.010537407797681,11.983017383422606,Denominator below story-scale threshold,8446,73.33010799675385,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,258
1325440,"East Griffin CDP, Georgia",1174,39,19,0,0,0,0,19,20,276,34,22,14,14,14,14,22,19,19,0,Pass,39,0,Pass,48.717948717948715,1.1578947368421053,TRUE,TRUE,TRUE,70.39500158978383,0,41,37.12467278899943,0,73.68421052631578,0,73.68421052631578,0,73.68421052631578,0,73.68421052631578,100,163.7510440642531,11.593275928949282,85.84262150694815,46.32830209094134,Percentage MOE exceeds 50% of estimate,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,100,99.55356597154787,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,16.183986371379895,18.349037865577735,Denominator below story-scale threshold,8446,73.33010799675385,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,258
1372556,"Sparks town, Georgia",2056,25,19,0,4,0,0,15,6,484,25,21,14,8,14,14,20,7,19,0,Pass,25,0,Pass,76,1.105263157894737,TRUE,TRUE,TRUE,67.19522879024821,0,40,35.77708763999664,0,73.68421052631578,21.052631578947366,35.09160691881023,0,73.68421052631578,0,73.68421052631578,78.94736842105263,58.876485614493845,40.22291236000336,100,28.61963796926589,Caregiver count MOE exceeds 50% of estimate,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,56.1442384977576,101.33736530300173,Percentage MOE exceeds 50% of estimate,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,20.070882806558785,100,45.33952477982962,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,9.241245136186771,9.979643932880503,Denominator below story-scale threshold,8446,73.33010799675385,8,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,258
1378464,"Unionville CDP, Georgia",2000,114,19,0,0,0,0,19,95,560,111,21,14,14,14,14,21,106,19,0,Pass,114,0,Pass,16.666666666666664,1.105263157894737,TRUE,TRUE,TRUE,67.19522879024821,0,40,8.71693285717184,0,73.68421052631578,0,73.68421052631578,0,73.68421052631578,0,73.68421052631578,100,156.3078147886052,7.949733809494825,25.383599523838505,31.797113303002803,Percentage MOE exceeds 50% of estimate,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,73.68421052631578,NA,Unavailable MOE or zero percentage,0,100,95.02840388193204,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,9.5,10.15748000244155,Percentage MOE exceeds 50% of estimate,8446,73.33010799675385,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,258
1301472,"Allenhurst city, Georgia",804,25,18,0,0,2,0,16,7,186,25,24,14,14,3,14,24,8,18,0,Pass,25,0,Pass,72,1.3333333333333333,TRUE,TRUE,TRUE,81.06091092156925,0,42,63.49803146555018,0,77.77777777777779,0,77.77777777777779,11.11111111111111,7.6353807881808535,0,77.77777777777779,88.88888888888889,61.08304630544683,8.501968534449823,100,53.61675283670796,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,3.475730322930257,18.746491899291964,41.77783722980178,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,27.805842583442058,100,41.77783722980178,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,22.388059701492537,29.39798670132695,Denominator below story-scale threshold,8645,72.67151507584744,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,262
1301612,"Alma city, Georgia",3426,64,18,0,0,0,0,18,46,14,69,24,14,14,14,14,24,61,18,0,Pass,64,0,Pass,28.125,1.3333333333333333,TRUE,TRUE,TRUE,81.06091092156925,0,42,22.063775909099135,0,77.77777777777779,0,77.77777777777779,0,77.77777777777779,0,77.77777777777779,100,188.56180831641265,6.061224090900865,50.188775909099135,47.693593961625346,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,100,114.63743960360057,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,5.253940455341506,7.0052210402363935,Denominator below story-scale threshold,8645,72.67151507584744,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,262
1311504,"Broxton city, Georgia",1031,18,18,0,18,0,0,0,0,335,26,26,14,26,14,14,14,14,18,0,Pass,18,0,Pass,100,1.4444444444444444,TRUE,TRUE,TRUE,87.81598683170002,0,44,204.27529234278038,0,77.77777777777779,100,204.27529234278038,0,77.77777777777779,0,77.77777777777779,0,77.77777777777779,0,100,124.19055957056727,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,100,124.19055957056727,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,17.458777885548013,24.571901246605897,Denominator below story-scale threshold,8645,72.67151507584744,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,262
1315552,"Chattahoochee Hills city, Georgia",3782,84,18,0,0,0,12,6,66,256,69,34,14,14,14,21,23,63,18,0,Pass,84,0,Pass,21.428571428571427,1.8888888888888888,TRUE,TRUE,TRUE,114.8362904722231,0,52,36.448458877780105,0,77.77777777777779,0,77.77777777777779,0,77.77777777777779,66.66666666666666,171.6637700023301,33.33333333333333,111.18824483168946,0,57.87703030635153,103.40908474120747,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,100,156.54624264697088,Percentage MOE exceeds 50% of estimate,0,100,202.79295922111228,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,4.759386567953464,8.984178217742983,Denominator below story-scale threshold,8645,72.67151507584744,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,262
1331320,"Franklin Springs city, Georgia",1108,29,18,0,0,6,12,0,11,208,34,31,14,14,11,20,14,18,18,0,Pass,29,0,Pass,62.06896551724138,1.7222222222222223,TRUE,TRUE,TRUE,104.70367660702695,0,49,78.30278064167936,0,77.77777777777779,0,77.77777777777779,33.33333333333333,20.95131203515697,66.66666666666666,159.77521933424435,0,77.77777777777779,0,100,76.69647794528504,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,12.382021298176358,54.2846453684903,38.212479867866875,Percentage MOE exceeds 50% of estimate,0,100,145.70465424668294,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,16.24548736462094,27.811631325563315,Denominator below story-scale threshold,8645,72.67151507584744,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,262
1333392,"Glenwood city, Georgia",745,22,18,0,0,10,8,0,4,334,30,29,14,14,18,14,14,6,18,0,Pass,22,0,Pass,81.81818181818183,1.6111111111111112,TRUE,TRUE,TRUE,97.94860069689618,0,47,70.20051875750511,0,77.77777777777779,0,77.77777777777779,55.55555555555556,44.59422634853582,44.44444444444444,30.366355249997156,0,77.77777777777779,11.617663060676719,100,52.16308164512566,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,0,77.77777777777779,NA,Unavailable MOE or zero percentage,10.961329207019737,100,48.80045623034194,Percentage MOE exceeds 50% of estimate,14.078089194447287,74.8107996944416,41.5382245526151,Percentage MOE exceeds 50% of estimate,0,77.77777777777779,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,24.161073825503355,37.38871539837098,Denominator below story-scale threshold,8645,72.67151507584744,8,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,262
